ID,Series,Repeat,Ambient Humidity,Ambient Temperature,ECSt mAU,gH+,Leaf Temperature Differential,LEF,Light Intensity (PAR),NPQt,Phi2,PhiNO,PhiNPQ,PS1 Active Centers,PS1 Open Centers,PS1 Over Reduced Centers,PS1 Oxidized Centers,vH+,time,id?,Time of Day,User,Device ID,Label,Treatment,dayspostdrought,weight,Rating ,Rootbiomass,Shootbiomass,Species
3162785,Whole Data Set,1,37.7666,30.68,0.04705,0.045,-1.21,0.67,1.909,0.273,0.779,0.174,0.047,1.66,0.795,-0.232,0.437,0.002,12/7/22 15:37,42,15.62,Zachary Noel,31:f4:e8:3e,42,DF,6,341.29,0,,,control drought
3162787,Whole Data Set,1,37.04492,30.7,0.00005,253.091,-1.81,2.83,8.019,0.276,0.785,0.168,0.047,-1.076,-0.335,1.537,-0.202,0.013,12/7/22 15:37,43,15.62777778,Zachary Noel,31:f4:e8:3e,43,NVP5,6,190.03,0,,,M. elongata NVP
3162789,Whole Data Set,1,37.33594,30.72,0.00007,691.167,-1.67,2.31,7.237,0.83,0.708,0.159,0.132,1.123,0.285,0.711,0.004,0.048,12/7/22 15:38,44,15.63472222,Zachary Noel,31:f4:e8:3e,44,OEO-196,6,217.49,0,,,L. elongata OEO-196
3162790,Whole Data Set,1,37.42383,30.76,0.00005,1866.143,-1.43,1.78,5.111,0.362,0.772,0.168,0.061,0.608,1.673,-1.15,0.478,0.093,12/7/22 15:38,45,15.64194444,Zachary Noel,31:f4:e8:3e,45,OEO-305,6,171.05,1,,,M. alpina OEO-305
3162792,Whole Data Set,1,36.93262,30.8,0.00009,264.946,-2.99,1.89,5.811,0.837,0.722,0.151,0.127,0.509,1.537,-1.535,0.999,0.024,12/7/22 15:38,46,15.64944444,Zachary Noel,31:f4:e8:3e,46,NDF,6,282.36,0,,,control No-drought
3162795,Whole Data Set,1,36.85059,30.82,0.00011,352.279,-1.81,2.85,8.192,0.442,0.774,0.157,0.069,-0.251,-2.207,3.322,-0.115,0.039,12/7/22 15:39,47,15.6575,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,6,167.81,0,,,P. citrinum CCH_F37_B
3162796,Whole Data Set,1,36.88867,30.85,0.0001,490.693,-1.66,2.75,8.084,0.596,0.755,0.153,0.091,0.41,1.893,-0.603,-0.289,0.049,12/7/22 15:39,48,15.66555556,Zachary Noel,31:f4:e8:3e,48,OEO-198,6,185.62,0,,,L. elongata OEO-198
3165562,Whole Data Set,1,50.05078,22.02,0.00011,727.459,1.79,2.03,6.297,0.59,0.717,0.178,0.105,1.14,0.441,0.318,0.24,0.08,12/9/22 12:33,1,12.55722222,Zachary Noel,31:f4:e8:3e,1,OEO-196,8,120.86,3,,,L. elongata OEO-196
3165563,Whole Data Set,1,50.42578,22.22,0.00016,142.888,1.03,1.81,5.274,-0.038,0.763,0.247,-0.009,44.27,0.023,0.972,0.005,0.023,12/9/22 12:34,2,12.57222222,Zachary Noel,31:f4:e8:3e,2,NDF,8,256.62,0,,,control No-drought
3165564,Whole Data Set,1,50.75098,22.39,0.00009,339.293,1.14,2.68,7.765,0.473,0.767,0.158,0.075,1.487,0.215,0.429,0.356,0.031,12/9/22 12:34,3,12.58194444,Zachary Noel,31:f4:e8:3e,3,DF,8,105.5,2,,,control drought
3165565,Whole Data Set,1,51.0127,22.53,0.0002,-11.657,1.2,3.02,8.623,0.353,0.777,0.165,0.058,1.121,0.189,0.594,0.217,-0.002,12/9/22 12:35,4,12.59138889,Zachary Noel,31:f4:e8:3e,4,OEO-198,8,133.22,2,,,L. elongata OEO-198
3165566,Whole Data Set,1,50.99316,22.75,0.00008,132.24,1.24,2.54,7.465,0.721,0.756,0.142,0.102,1.201,0.545,0.127,0.328,0.011,12/9/22 12:36,5,12.60472222,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,8,112.64,2,,,P. citrinum CCH_F37_B
3165567,Whole Data Set,1,51.29297,22.91,0.0001,675.541,1.36,1.8,5.47,0.557,0.733,0.172,0.096,2.562,0.042,0.747,0.211,0.068,12/9/22 12:36,6,12.61416667,Zachary Noel,31:f4:e8:3e,6,OEO-305,8,118.52,2,,,M. alpina OEO-305
3165568,Whole Data Set,1,51.70996,23.06,0.00012,-32.314,1.45,2.92,8.758,0.699,0.741,0.153,0.107,1.38,0.056,0.212,0.732,-0.004,12/9/22 12:37,7,12.62222222,Zachary Noel,31:f4:e8:3e,7,NVP5,8,126.95,2,,,M. elongata NVP
3165569,Whole Data Set,1,51.20996,23.22,0.00038,8.918,1.25,2.6,8.151,0.896,0.708,0.154,0.138,1.026,0.685,-0.302,0.616,0.003,12/9/22 12:37,8,12.63194444,Zachary Noel,31:f4:e8:3e,8,OEO-304,8,117.79,2,,,M. calciphila OEO-304
3165571,Whole Data Set,1,49.45703,23.47,0.00016,585.971,1.52,3.45,10.27,0.261,0.747,0.201,0.052,-0.098,-10.264,13.162,-1.898,0.094,12/9/22 12:38,9,12.64638889,Zachary Noel,31:f4:e8:3e,9,NDF,8,250.81,0,,,control No-drought
3165572,Whole Data Set,1,50.22754,23.61,0.00778,0.361,1.54,2.07,7.38,1.625,0.622,0.144,0.234,0.303,0.62,-1.443,1.823,0.003,12/9/22 12:39,10,12.65555556,Zachary Noel,31:f4:e8:3e,10,OEO-305,8,115.3,3,,,M. alpina OEO-305
3165574,Whole Data Set,1,50.69238,23.75,0.00015,495.179,1.58,2.82,8.015,0.402,0.782,0.155,0.062,1.241,1.019,-0.291,0.272,0.074,12/9/22 12:39,11,12.66527778,Zachary Noel,31:f4:e8:3e,11,DF,8,98.36,2,,,control drought
3165575,Whole Data Set,1,50.69727,23.89,0.00012,860.099,1.54,2.25,6.687,0.717,0.748,0.147,0.105,1.468,0.313,0.297,0.39,0.103,12/9/22 12:40,12,12.67305556,Zachary Noel,31:f4:e8:3e,12,OEO-198,8,116.21,3,,,L. elongata OEO-198
3165576,Whole Data Set,1,50.62891,24.03,0.00011,4068.406,0.92,3.5,9.981,0.189,0.78,0.185,0.035,1.464,0.447,0.343,0.21,0.448,12/9/22 12:40,13,12.68138889,Zachary Noel,31:f4:e8:3e,13,OEO-304,8,103.17,4,,,M. calciphila OEO-304
3165577,Whole Data Set,1,49.76855,24.15,0.00011,-2358.008,1.52,3.3,10.059,0.56,0.728,0.174,0.097,1.317,0.896,0.012,0.092,-0.259,12/9/22 12:41,14,12.68916667,Zachary Noel,31:f4:e8:3e,14,OEO-196,8,118.67,2,,,L. elongata OEO-196
3165579,Whole Data Set,1,49.81836,24.28,0.00029,37.317,1.49,1.74,5.111,0.557,0.755,0.157,0.087,1.178,0.346,0.325,0.329,0.011,12/9/22 12:41,15,12.69666667,Zachary Noel,31:f4:e8:3e,15,NVP5,8,104.27,4,,,M. elongata NVP
3165580,Whole Data Set,1,50.10547,24.41,0.00012,1369.346,1.5,2.49,7.465,0.63,0.741,0.159,0.1,1.974,0.116,0.498,0.385,0.164,12/9/22 12:42,16,12.70583333,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,8,122.47,3,,,P. citrinum CCH_F37_B
3165582,Whole Data Set,1,49.04688,24.69,0.00016,519.204,1.32,1.89,5.551,0.45,0.755,0.169,0.076,0.683,0.818,-0.68,0.862,0.083,12/9/22 12:43,17,12.72638889,Zachary Noel,31:f4:e8:3e,17,OEO-305,8,119.34,2,,,M. alpina OEO-305
3165583,Whole Data Set,1,49.05762,24.79,0.00011,502.113,-0.32,2.73,7.727,0.353,0.786,0.158,0.056,0.925,1.589,-0.936,0.347,0.055,12/9/22 12:44,18,12.73472222,Zachary Noel,31:f4:e8:3e,18,NDF,8,285.02,0,,,control No-drought
3165584,Whole Data Set,1,48.86816,24.89,0.00011,867.992,1.5,2.36,6.869,0.333,0.764,0.177,0.059,1.808,0.124,0.632,0.245,0.095,12/9/22 12:44,19,12.74277778,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,8,109.79,3,,,P. citrinum CCH_F37_B
3165586,Whole Data Set,1,48.9873,25.02,0.00019,50.547,1.37,1.63,6.124,1.498,0.593,0.163,0.244,0.928,0.832,-0.179,0.347,0.01,12/9/22 12:45,20,12.75277778,Zachary Noel,31:f4:e8:3e,20,OEO-304,8,114.84,4,,,M. calciphila OEO-304
3165587,Whole Data Set,1,48.71387,25.11,0.0001,-3200.734,1.46,2.29,6.589,0.269,0.771,0.181,0.049,1.656,0.145,0.745,0.11,-0.32,12/9/22 12:45,21,12.76083333,Zachary Noel,31:f4:e8:3e,21,OEO-196,8,114.44,3,,,L. elongata OEO-196
3165588,Whole Data Set,1,47.72754,25.21,0.0001,109.838,1.5,2.36,6.935,0.479,0.757,0.164,0.079,1.562,0.23,0.539,0.231,0.011,12/9/22 12:46,22,12.76888889,Zachary Noel,31:f4:e8:3e,22,DF,8,112.82,2,,,control drought
3165589,Whole Data Set,1,47.28809,25.31,0.00011,517.499,0.12,2.7,7.98,0.555,0.752,0.159,0.088,0.72,2.051,-1.761,0.71,0.057,12/9/22 12:46,23,12.77777778,Zachary Noel,31:f4:e8:3e,23,NVP5,8,135.1,1,,,M. elongata NVP
3165591,Whole Data Set,1,47.20312,25.4,0.00009,-30.45,1.31,0.55,1.562,0.74,0.787,0.123,0.091,0.43,-0.41,-1.153,2.563,-0.003,12/9/22 12:47,24,12.78555556,Zachary Noel,31:f4:e8:3e,24,OEO-198,8,122.44,1,,,L. elongata OEO-198
3165592,Whole Data Set,1,47.75,25.53,0.00024,328.78,3,19.27,58.894,0.217,0.727,0.224,0.049,1.003,0.949,-0.162,0.213,0.079,12/9/22 12:47,25,12.79833333,Zachary Noel,31:f4:e8:3e,25,OEO-198,8,125.33,3,,,L. elongata OEO-198
3165593,Whole Data Set,1,49.58887,25.64,0.00021,411.689,1.79,26.33,87.739,0.674,0.667,0.199,0.134,1.396,0.786,0.086,0.128,0.086,12/9/22 12:48,26,12.80694444,Zachary Noel,31:f4:e8:3e,26,OEO-304,8,111.4,3,,,M. calciphila OEO-304
3165595,Whole Data Set,1,49.44043,25.8,0.00012,133.025,1.91,6.53,18.882,0.344,0.768,0.172,0.059,0.595,1.679,-1.183,0.504,0.016,12/9/22 12:49,27,12.81833333,Zachary Noel,31:f4:e8:3e,27,NDF,8,276.3,0,,,control No-drought
3165596,Whole Data Set,1,48.27637,25.9,0.00017,167.353,1.81,39,126.69,0.436,0.684,0.22,0.096,0.669,0.408,0.25,0.341,0.028,12/9/22 12:49,28,12.82611111,Zachary Noel,31:f4:e8:3e,28,OEO-196,8,149.63,1,,,L. elongata OEO-196
3165597,Whole Data Set,1,47.99219,26.02,0.00124,43.579,2.01,45.32,649.819,0.553,0.155,0.544,0.301,2.233,0.202,0.541,0.257,0.054,12/9/22 12:50,29,12.83444444,Zachary Noel,31:f4:e8:3e,29,OEO-305,8,129.23,3,,,M. alpina OEO-305
3165598,Whole Data Set,1,47.79199,26.14,0.00026,131.304,2.11,90.62,645.452,0.236,0.312,0.556,0.131,1.444,0.322,0.459,0.219,0.034,12/9/22 12:50,30,12.84305556,Zachary Noel,31:f4:e8:3e,30,NVP5,8,118.37,1,,,M. elongata NVP
3165599,Whole Data Set,1,47.63574,26.24,3344.49049,0,2.25,9.96,29.908,0.242,0.74,0.209,0.051,0.384,2.012,-0.377,-0.635,0,12/9/22 12:51,31,12.85138889,Zachary Noel,31:f4:e8:3e,31,DF,8,135.36,3,,,control drought
3165600,Whole Data Set,1,47.18945,26.41,0.00175,77.625,2.4,119.77,747.616,1.878,0.356,0.224,0.42,1.36,0.178,0.208,0.614,0.136,12/9/22 12:51,32,12.85944444,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,8,130.93,3,,,P. citrinum CCH_F37_B
3165602,Whole Data Set,1,45.75293,26.67,0.00016,320.263,2.62,35.31,111.61,0.39,0.703,0.214,0.084,0.974,0.386,0.195,0.419,0.051,12/9/22 12:52,33,12.87861111,Zachary Noel,31:f4:e8:3e,33,NDF,8,275.75,0,,,control No-drought
3165603,Whole Data Set,1,45.99023,26.78,0.00013,80.897,2.55,21.33,62.117,0.219,0.763,0.194,0.042,0.732,1.878,-1.447,0.569,0.011,12/9/22 12:53,34,12.88722222,Zachary Noel,31:f4:e8:3e,34,OEO-305,8,151.16,0,,,M. alpina OEO-305
3165604,Whole Data Set,1,45.80957,26.88,0.00014,373.689,2.63,45.04,139.199,0.132,0.719,0.248,0.033,0.716,-0.039,-0.676,1.715,0.052,12/9/22 12:53,35,12.89583333,Zachary Noel,31:f4:e8:3e,35,NVP5,8,179.07,0,,,M. elongata NVP
3165606,Whole Data Set,1,45.71484,26.99,0.00007,458.92,2.62,27.06,80.943,0.46,0.743,0.176,0.081,0.445,2.838,-2.638,0.801,0.032,12/9/22 12:54,36,12.90388889,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,8,145.79,1,,,P. citrinum CCH_F37_B
3165607,Whole Data Set,1,45.10938,27.14,0.00079,48.527,3.33,38.43,329.718,0.574,0.259,0.471,0.27,1.301,0.344,0.035,0.622,0.038,12/9/22 12:54,37,12.91388889,Zachary Noel,31:f4:e8:3e,37,OEO-304,8,110.86,4,,,M. calciphila OEO-304
3165608,Whole Data Set,1,45.52734,27.27,0.00099,104.861,2.84,102.77,427.694,1.362,0.534,0.197,0.269,2.447,0.221,0.52,0.259,0.104,12/9/22 12:55,38,12.92305556,Zachary Noel,31:f4:e8:3e,38,OEO-196,8,115.9,3,,,L. elongata OEO-196
3165610,Whole Data Set,1,44.96973,27.41,0.00183,52.742,3.52,87.07,470.799,1.837,0.411,0.207,0.381,1.948,0.227,0.284,0.489,0.097,12/9/22 12:55,39,12.9325,Zachary Noel,31:f4:e8:3e,39,OEO-198,8,108.26,4,,,L. elongata OEO-198
3165611,Whole Data Set,1,45.2832,27.56,0.001,50.137,2.81,55.98,396.191,1.265,0.314,0.303,0.383,2.617,0.074,0.379,0.547,0.05,12/9/22 12:56,40,12.94277778,Zachary Noel,31:f4:e8:3e,40,DF,8,116.93,1,,,control drought
3165613,Whole Data Set,1,43.1709,27.81,0.0001,-62156.076,2.88,2.34,7.699,0.873,0.676,0.173,0.151,1.554,0.257,0.498,0.245,-6.216,12/9/22 12:57,41,12.96138889,Zachary Noel,31:f4:e8:3e,41,OEO-304,8,116.48,3,,,M. calciphila OEO-304
3165614,Whole Data Set,1,43.91016,27.93,0.00008,1016.311,2.68,64.89,194.086,-0.134,0.743,0.297,-0.04,0.317,0.626,-0.722,1.096,0.081,12/9/22 12:58,42,12.97083333,Zachary Noel,31:f4:e8:3e,42,DF,8,308.94,0,,,control drought
3165615,Whole Data Set,1,43.55371,28.07,0.00031,92.946,2.76,30.69,160.846,0.77,0.424,0.326,0.251,1.474,0.055,0.518,0.426,0.029,12/9/22 12:59,43,12.985,Zachary Noel,31:f4:e8:3e,43,NVP5,8,154.71,1,,,M. elongata NVP
3165617,Whole Data Set,1,43.44336,28.17,0.00019,205.536,2.8,15.25,45.8,0.39,0.74,0.187,0.073,0.499,2.145,-2.058,0.912,0.039,12/9/22 12:59,44,12.99388889,Zachary Noel,31:f4:e8:3e,44,OEO-196,8,177.75,1,,,L. elongata OEO-196
3165618,Whole Data Set,1,42.97559,28.28,0.00015,288.83,2.83,19.19,62.266,0.205,0.685,0.262,0.054,0.605,0.638,-0.258,0.62,0.043,12/9/22 13:00,45,13.00361111,Zachary Noel,31:f4:e8:3e,45,OEO-305,8,142.16,1,,,M. alpina OEO-305
3165619,Whole Data Set,1,42.14941,28.4,0.00025,156.53,2.85,77.14,256.233,0.445,0.669,0.229,0.102,0.866,0.637,-0.226,0.589,0.039,12/9/22 13:00,46,13.01444444,Zachary Noel,31:f4:e8:3e,46,NDF,8,272.77,0,,,control No-drought
3165621,Whole Data Set,1,42.61719,28.53,0.00017,192.677,2.66,54.14,170.405,0.401,0.706,0.21,0.084,0.507,1.672,-2.04,1.368,0.033,12/9/22 13:01,47,13.02388889,Zachary Noel,31:f4:e8:3e,47,CCH_F37_B,8,133.45,3,,,P. citrinum CCH_F37_B
3165622,Whole Data Set,1,41.76465,28.64,0.00027,193.086,2.61,55.15,176.098,0.287,0.696,0.236,0.068,1.134,0.849,-0.259,0.41,0.052,12/9/22 13:02,48,13.03444444,Zachary Noel,31:f4:e8:3e,48,OEO-198,8,153.87,1,,,L. elongata OEO-198
3166165,Whole Data Set,1,51.67871,20.85,0.00103,41.745,0.72,36.39,419.042,0.749,0.193,0.461,0.345,2.923,0.156,0.499,0.345,0.043,12/11/22 12:01,1,12.02166667,Zachary Noel,31:f4:e8:3e,1,OEO-196,10,111.29,na,,,L. elongata OEO-196
3166166,Whole Data Set,1,54.45117,20.98,0.00052,319.74,7.23,168.72,886.365,0.874,0.423,0.308,0.269,0.938,0.426,0.122,0.452,0.166,12/11/22 12:01,2,12.03083333,Zachary Noel,31:f4:e8:3e,2,NDF,10,195.62,na,,,control No-drought
3166167,Whole Data Set,1,55.85938,21.19,0.00073,95.46,1.68,64.88,468.138,0.595,0.308,0.434,0.258,2.645,0.217,0.455,0.328,0.07,12/11/22 12:02,3,12.04,Zachary Noel,31:f4:e8:3e,3,DF,10,101.15,na,,,control drought
3166168,Whole Data Set,1,57.25195,21.45,0.00095,62.128,1.8,41.38,314.889,0.498,0.292,0.473,0.235,2.215,0.154,0.559,0.287,0.059,12/11/22 12:02,4,12.04944444,Zachary Noel,31:f4:e8:3e,4,OEO-198,10,116.67,na,,,L. elongata OEO-198
3166169,Whole Data Set,1,57.12207,21.72,0.0007,20.121,2.13,13.47,66.095,0.707,0.453,0.32,0.226,1.931,0.259,0.421,0.319,0.014,12/11/22 12:03,5,12.05916667,Zachary Noel,31:f4:e8:3e,5,CCH_F37_B,10,107.48,na,,,P. citrinum CCH_F37_B
3166170,Whole Data Set,1,56.8291,22,0.0005,115.047,3.87,40.08,141.135,0.744,0.631,0.212,0.157,2.415,0.154,0.639,0.208,0.058,12/11/22 12:04,6,12.06777778,Zachary Noel,31:f4:e8:3e,6,OEO-305,10,108.42,na,,,M. alpina OEO-305
3166171,Whole Data Set,1,56.6123,22.33,0.00055,98.356,4.96,19.35,147.762,1.596,0.291,0.273,0.436,1.699,0.04,-0.27,1.23,0.054,12/11/22 12:04,7,12.07611111,Zachary Noel,31:f4:e8:3e,7,NVP5,10,114.13,na,,,M. elongata NVP
3166172,Whole Data Set,1,56.19043,22.62,0.00051,38.644,2.47,23.45,104.867,0.642,0.497,0.307,0.197,2.56,0.144,0.468,0.389,0.02,12/11/22 12:05,8,12.08555556,Zachary Noel,31:f4:e8:3e,8,OEO-304,10,112.14,na,,,M. calciphila OEO-304
3166173,Whole Data Set,1,54.18359,23.14,0.00042,255.23,2.49,121.48,484.643,0.36,0.557,0.326,0.117,1.275,0.121,0.567,0.312,0.107,12/11/22 12:06,9,12.10027778,Zachary Noel,31:f4:e8:3e,9,NDF,10,243.67,na,,,control No-drought
3166174,Whole Data Set,1,54.28711,23.42,0.00078,52.893,2.45,37.03,296.013,0.457,0.278,0.495,0.226,2.222,0.153,0.529,0.318,0.041,12/11/22 12:06,10,12.10888889,Zachary Noel,31:f4:e8:3e,10,OEO-305,10,111.07,na,,,M. alpina OEO-305
3166175,Whole Data Set,1,54.25195,23.71,0.00118,47.469,4.82,45.09,513.803,0.888,0.195,0.427,0.379,2.514,0.248,0.297,0.455,0.056,12/11/22 12:07,11,12.11722222,Zachary Noel,31:f4:e8:3e,11,DF,10,97.57,na,,,control drought
3166176,Whole Data Set,1,53.55273,23.98,0.00121,66.552,2.69,54.87,245.349,2.221,0.497,0.156,0.347,1.971,0.422,0.128,0.45,0.081,12/11/22 12:07,12,12.12527778,Zachary Noel,31:f4:e8:3e,12,OEO-198,10,112.64,na,,,L. elongata OEO-198
3166177,Whole Data Set,1,52.87402,24.23,0.00014,1573.481,2.52,11.71,34.25,0.174,0.76,0.205,0.036,-0.365,-0.873,2.125,-0.252,0.22,12/11/22 12:07,13,12.13305556,Zachary Noel,31:f4:e8:3e,13,OEO-304,10,103.89,na,,,M. calciphila OEO-304
3166178,Whole Data Set,1,50.44727,24.52,0.00059,42.868,2.47,18.15,66.786,0.775,0.604,0.223,0.173,1.496,0.231,0.334,0.435,0.025,12/11/22 12:08,14,12.14111111,Zachary Noel,31:f4:e8:3e,14,OEO-196,10,109.35,na,,,L. elongata OEO-196
3166179,Whole Data Set,1,50.42969,24.88,0.00063,38.313,2.29,11.48,41.76,1.01,0.611,0.194,0.196,0.927,0.34,0.369,0.291,0.024,12/11/22 12:09,15,12.15055556,Zachary Noel,31:f4:e8:3e,15,NVP5,10,104.47,na,,,M. elongata NVP
3166180,Whole Data Set,1,49.65527,25.16,0.00046,51.403,2.27,15.77,103.348,0.914,0.339,0.345,0.316,1.772,0.069,0.568,0.363,0.024,12/11/22 12:09,16,12.16,Zachary Noel,31:f4:e8:3e,16,CCH_F37_B,10,111.72,na,,,P. citrinum CCH_F37_B
3166181,Whole Data Set,1,48.2959,25.52,0.00028,345.599,2.29,8.55,27.706,0.665,0.686,0.189,0.126,0.804,1.626,-0.709,0.084,0.097,12/11/22 12:10,17,12.1725,Zachary Noel,31:f4:e8:3e,17,OEO-305,10,114.38,na,,,M. alpina OEO-305
3166182,Whole Data Set,1,47.53418,25.73,0.00029,195.554,2.16,45.58,146.379,0.279,0.692,0.241,0.067,1.835,0.569,0.198,0.233,0.057,12/11/22 12:10,18,12.18055556,Zachary Noel,31:f4:e8:3e,18,NDF,10,277.68,na,,,control No-drought
3166183,Whole Data Set,1,43.89258,26.27,0.00013,259.781,2.36,7.9,24.406,0.412,0.719,0.199,0.082,1.5,0.294,0.464,0.242,0.034,12/11/22 12:14,19,12.24555556,Zachary Noel,31:f4:e8:3e,19,CCH_F37_B,10,104.2,na,,,P. citrinum CCH_F37_B
3166184,Whole Data Set,1,44.54102,26.33,0.00066,61.364,2.24,24.52,118.456,0.924,0.46,0.28,0.259,1.955,0.067,0.499,0.434,0.041,12/11/22 12:15,20,12.25555556,Zachary Noel,31:f4:e8:3e,20,OEO-304,10,111.42,na,,,M. calciphila OEO-304
3166185,Whole Data Set,1,45.01855,26.46,0.00042,115.607,2.17,63.71,215.506,0.526,0.657,0.225,0.118,1.009,0.287,0.586,0.127,0.049,12/11/22 12:15,21,12.26361111,Zachary Noel,31:f4:e8:3e,21,OEO-196,10,112.2,na,,,L. elongata OEO-196
3166186,Whole Data Set,1,46.37305,26.68,0.00049,130.254,1.99,87.69,300.729,0.556,0.648,0.226,0.126,1.447,0.443,0.382,0.175,0.064,12/11/22 12:16,22,12.2725,Zachary Noel,31:f4:e8:3e,22,DF,10,108.89,na,,,control drought
3166187,Whole Data Set,1,46.32324,26.89,0.0009,100.36,1.86,63.41,248.078,1.014,0.568,0.214,0.217,1.833,0.194,0.486,0.32,0.09,12/11/22 12:16,23,12.28055556,Zachary Noel,31:f4:e8:3e,23,NVP5,10,115.46,na,,,M. elongata NVP
3166188,Whole Data Set,1,46.02441,27.12,0.00087,149.881,1.77,104.94,502.596,0.597,0.464,0.336,0.201,1.252,0.118,0.158,0.724,0.13,12/11/22 12:17,24,12.28888889,Zachary Noel,31:f4:e8:3e,24,OEO-198,10,115.87,na,,,L. elongata OEO-198
3166189,Whole Data Set,1,44.73535,27.46,0.0001,152.802,1.69,22.48,71.584,0.47,0.698,0.205,0.097,1.321,0.203,0.478,0.319,0.015,12/11/22 12:18,25,12.30305556,Zachary Noel,31:f4:e8:3e,25,OEO-198,10,111.46,na,,,L. elongata OEO-198
3166190,Whole Data Set,1,43.34082,27.61,0.00018,349.196,2.54,24.02,80.039,0.631,0.667,0.204,0.129,0.864,0.663,0.071,0.266,0.063,12/11/22 12:18,26,12.31055556,Zachary Noel,31:f4:e8:3e,26,OEO-304,10,106.15,na,,,M. calciphila OEO-304
3166191,Whole Data Set,1,42.93945,27.77,0.0002,206.26,1.04,28.53,86.026,0.142,0.737,0.23,0.033,0.615,0.629,0.027,0.344,0.041,12/11/22 12:19,27,12.31833333,Zachary Noel,31:f4:e8:3e,27,NDF,10,182.3,na,,,control No-drought
3166192,Whole Data Set,1,41.50684,27.91,0.00016,214.661,1.24,12.23,37.532,0.264,0.724,0.218,0.058,0.636,0.043,0.57,0.387,0.034,12/11/22 12:19,28,12.32583333,Zachary Noel,31:f4:e8:3e,28,OEO-196,10,278.14,na,,,L. elongata OEO-196
3166193,Whole Data Set,1,41.06836,28.08,0.00071,50.467,0.31,31.25,153.657,0.443,0.452,0.38,0.168,2.503,0.177,0.537,0.286,0.036,12/11/22 12:20,29,12.33333333,Zachary Noel,31:f4:e8:3e,29,OEO-305,10,112.22,na,,,M. alpina OEO-305
3166194,Whole Data Set,1,41.21484,28.25,0.00034,114.516,1.08,33.74,122.923,0.482,0.61,0.263,0.127,1.685,0.286,0.366,0.347,0.039,12/11/22 12:20,30,12.34138889,Zachary Noel,31:f4:e8:3e,30,NVP5,10,106.12,na,,,M. elongata NVP
3166195,Whole Data Set,1,41.44141,28.51,0.00096,40.1,1.04,38.32,301.957,0.452,0.282,0.495,0.223,2.93,0.268,0.527,0.204,0.038,12/11/22 12:20,31,12.34916667,Zachary Noel,31:f4:e8:3e,31,DF,10,112.69,na,,,control drought
3166196,Whole Data Set,1,41.08887,28.71,0.00082,45.886,0.62,23.25,113.04,0.791,0.457,0.303,0.24,1.352,0.126,0.231,0.643,0.038,12/11/22 12:21,32,12.35972222,Zachary Noel,31:f4:e8:3e,32,CCH_F37_B,10,110.75,na,,,P. citrinum CCH_F37_B
3166197,Whole Data Set,1,39.66992,28.91,0.00017,528.141,-2.34,18.18,54.965,0.469,0.735,0.181,0.085,1.221,1.054,-0.476,0.421,0.09,12/11/22 12:22,33,12.37388889,Zachary Noel,31:f4:e8:3e,33,NDF,10,252.7,na,,,control No-drought
3166198,Whole Data Set,1,39.75293,29.04,0.00013,520.296,0.93,11.1,32.721,0.162,0.754,0.212,0.034,0.983,1.525,-0.641,0.116,0.068,12/11/22 12:22,34,12.38166667,Zachary Noel,31:f4:e8:3e,34,OEO-305,10,124.02,na,,,M. alpina OEO-305
3166199,Whole Data Set,1,37.62793,29.16,0.00022,692.649,0.67,18.52,70.699,1.488,0.582,0.168,0.25,-0.389,-3.418,3.811,0.607,0.152,12/11/22 12:25,35,12.42416667,Zachary Noel,31:f4:e8:3e,35,NVP5,10,146.72,na,,,M. elongata NVP
3166200,Whole Data Set,1,37.98633,29.14,0.00025,131.164,0.55,23.8,75.458,0.149,0.701,0.26,0.039,0.703,0.086,0.499,0.415,0.033,12/11/22 12:25,36,12.43222222,Zachary Noel,31:f4:e8:3e,36,CCH_F37_B,10,123.68,na,,,P. citrinum CCH_F37_B
3166201,Whole Data Set,1,38.13379,29.18,0.00062,80.048,0.57,49.66,230.888,0.356,0.478,0.385,0.137,2.226,0.2,0.446,0.354,0.05,12/11/22 12:26,37,12.43972222,Zachary Noel,31:f4:e8:3e,37,OEO-304,10,112.31,na,,,M. calciphila OEO-304
3166202,Whole Data Set,1,39.08789,29.25,0.00118,71.334,0.68,83.24,400.368,1.305,0.462,0.233,0.305,1.757,0.123,0.163,0.714,0.084,12/11/22 12:26,38,12.44888889,Zachary Noel,31:f4:e8:3e,38,OEO-196,10,107.29,na,,,L. elongata OEO-196
3166203,Whole Data Set,1,39.64746,29.35,0.00093,90.484,0.48,67.65,273.348,0.734,0.55,0.259,0.19,1.685,0.16,0.36,0.48,0.084,12/11/22 12:27,39,12.45666667,Zachary Noel,31:f4:e8:3e,39,OEO-198,10,106.6,na,,,L. elongata OEO-198
3166204,Whole Data Set,1,39.24707,29.44,0.00074,88.102,0.67,62.12,317.322,0.797,0.435,0.314,0.25,2.274,0.248,0.568,0.184,0.065,12/11/22 12:27,40,12.465,Zachary Noel,31:f4:e8:3e,40,DF,10,108.52,na,,,control drought
